crop_name,condition_type,threshold_min,threshold_max,parameter,advisory_message,priority,action_type
Linseed,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Cotton,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Carrot,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cauliflower,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Onion,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Banana,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Black Gram,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Maize,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Spinach,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Grapes,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Little Millet,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Apple,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Sesame,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Coconut,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Capsicum,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Cabbage,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Sunflower,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Cardamom,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Garlic,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Tomato,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Turmeric,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Mango,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Okra,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Brinjal,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Tea,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Fenugreek,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Castor,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Papaya,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Kodo Millet,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Spinach,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Barnyard Millet,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Foxtail Millet,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Turmeric,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Clove,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Carrot,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Barley,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Sorghum,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Papaya,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Maize,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Soybean,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Field Pea,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Banana,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Cardamom,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Linseed,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Cumin,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Tea,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Coconut,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Black Gram,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Ginger,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Barley,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Coffee,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Banana,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Finger Millet,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Okra,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Spinach,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Radish,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Mango,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Fenugreek,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Barley,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Foxtail Millet,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Arecanut,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Brinjal,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Tea,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Linseed,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cauliflower,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Mango,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Barley,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Pearl Millet,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Cumin,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Pineapple,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Ginger,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Castor,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Onion,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Field Pea,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Okra,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Grapes,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Okra,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Groundnut,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Foxtail Millet,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Grapes,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Lentil,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Oats,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cauliflower,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Foxtail Millet,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Sesame,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Pigeon Pea,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Rubber,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Carrot,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Cotton,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Pigeon Pea,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
